1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
599	-1.058311	196.309436	0.005473	4.9
600	-0.964037	196.141363	0.029470	5.0
601	-1.208966	195.973673	0.028657	5.0
602	-0.976331	195.806365	0.008778	6.2
603	-1.230134	195.639437	0.019978	6.8
604	-1.183904	195.472888	0.009633	5.2
605	-0.720372	195.306717	0.012981	5.2
606	-0.311593	195.140922	0.007441	5.4
607	-0.498550	194.975501	0.013323	4.5
608	-0.647099	194.810454	0.016964	5.0
609	-0.565398	194.645779	0.015070	5.2
610	-0.699075	194.481475	0.008498	4.9
611	-0.865958	194.317540	0.025853	4.6
612	-0.926987	194.153973	0.017158	5.5
613	-0.379388	193.990773	0.013666	5.3
614	-0.493102	193.827938	0.006421	5.0
615	-0.901095	193.665467	0.006428	5.1
616	-0.144600	193.503358	0.005199	4.8
617	-0.000000	193.341611	0.000000	5.4
618	-0.677839	193.180224	0.011258	5.2
619	-0.465260	193.019196	0.013960	5.0
620	-0.000000	192.858525	0.000000	4.4
621	-0.283654	192.698210	0.003559	5.0
622	-0.282663	192.538251	0.003382	4.6
623	-0.379508	192.378644	0.003909	4.9
624	-0.535807	192.219391	0.005713	5.0
625	-0.908816	192.060488	0.008542	5.3
626	-0.492937	191.901935	0.016117	5.1
627	-0.000000	191.743730	0.000000	5.4
