1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
459	-0.620922	40.590713	6.104928	0.008973	8.7
460	-0.624009	41.590709	6.007391	0.008612	8.0
461	-0.619514	41.157577	6.049252	0.006283	8.1
462	-0.624211	40.279120	6.135970	0.008888	9.4
463	-0.625855	41.278810	6.037477	0.015055	8.3
464	-0.626262	40.400241	6.123866	0.013280	8.3
465	-0.622657	41.400073	6.025744	0.012445	10.3
466	-0.615389	41.467527	6.019237	0.011416	11.2
467	-0.625771	40.590194	6.104979	0.009654	9.1
468	-0.615433	39.711625	6.193326	0.010304	9.7
469	-0.620281	38.833055	6.284266	0.006357	8.8
470	-0.634391	37.962121	6.377092	0.009523	9.8
471	-0.630928	37.278131	6.451938	0.010719	8.1
472	-0.645392	38.278127	6.343096	0.006545	8.0
473	-0.610237	37.696899	6.405907	0.010731	8.8
474	-0.633512	36.818330	6.503247	0.014079	8.2
475	-0.646330	37.818330	6.392682	0.017600	7.9
476	-0.645911	36.939831	6.489609	0.008574	8.1
477	-0.631349	37.939831	6.379504	0.008549	7.9
478	-0.632072	38.939815	6.273073	0.005861	9.4
479	-0.627909	38.119454	6.360121	0.008165	8.2
480	-0.612023	39.118842	6.254393	0.006543	8.6
481	-0.631269	40.111553	6.152795	0.009172	8.6
482	-0.618604	41.075586	6.057242	0.009744	8.0
483	-0.622554	41.968761	5.971324	0.005513	8.4
484	-0.624769	41.090285	6.055808	0.009364	8.7
485	-0.615551	42.026087	5.965892	0.007021	9.4
486	-0.627871	42.787173	5.894710	0.010982	9.1
487	-0.635915	41.923180	5.975649	0.012393	8.2
488	-0.630804	42.923180	5.882168	0.012062	7.9
489	-0.615597	42.146726	5.954495	0.013664	8.3
490	-0.613245	41.268156	6.038510	0.007497	8.7
491	-0.624896	42.268156	5.943066	0.010269	8.7
492	-0.627052	41.389588	6.026757	0.013134	8.8
493	-0.625692	42.389367	5.931702	0.008990	9.5
494	-0.626319	43.388675	5.839643	0.007156	9.2
495	-0.628410	44.388675	5.750336	0.011941	8.8
496	-0.639184	43.510106	5.828650	0.008998	8.6
497	-0.628405	44.510106	5.739677	0.007724	8.6
498	-0.613239	44.014136	5.783463	0.007221	9.7
499	-0.633858	45.014045	5.695861	0.009217	10.2
